Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Burkina Faso,BFA,..,..,..,..,37.32327,37.2,44.77365,45.00953,55.35365,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Burundi,BDI,..,..,..,..,..,..,36.82762,39.4,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Cambodia,KHM,..,33,..,..,56.4,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Cameroon,CMR,..,..,..,..,38.06727,..,..,..,36.4,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Chad,TCD,..,..,..,..,..,17.6,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Colombia,COL,68.4,73.6,..,..,..,86.4,86.29709,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Comoros,COM,..,..,27.4,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,16.3,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,"Congo, Rep.",COG,..,..,31.7,..,..,38.54167,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Cote d'Ivoire,CIV,..,..,27.5,..,..,..,31.08696,33.65304,39.35743,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Cuba,CUB,..,..,..,..,88.2673,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Dominican Republic,DOM,..,..,..,83,83.95585,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Ecuador,ECU,..,..,80.42745,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,"Egypt, Arab Rep.",EGY,..,77.2,..,..,80,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,El Salvador,SLV,..,..,..,..,81.54383,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Eswatini,SWZ,..,..,..,..,80.53499,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Ethiopia,ETH,..,14.2,..,..,55.67149,58.6073,60.6,59.76633,62.27348,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Gabon,GAB,..,22.1,33.7,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,"Gambia, The",GMB,..,..,..,23.8,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Georgia,GEO,..,30.8,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Ghana,GHA,..,..,..,30.80044,39.2,45.29772,41.02145,46.20573,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Guatemala,GTM,..,..,..,..,..,65.6,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Guinea,GIN,..,..,15.8,..,..,..,21.4876,..,32.1,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Guinea-Bissau,GNB,..,..,..,..,37.5482,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Guyana,GUY,..,..,..,..,52.45335,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Haiti,HTI,..,33.8,44.8,..,..,..,..,44,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Honduras,HND,..,..,76.1,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,India,IND,..,..,..,..,..,..,71.9,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Indonesia,IDN,..,..,79,..,..,78.33223,76.98413,77.1,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,54.61422,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Jordan,JOR,40.4,..,58,..,..,..,..,56.66667,56.7,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Kazakhstan,KAZ,..,..,..,..,..,81.79312,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Kenya,KEN,..,..,..,..,70.7,76.60001,77.626,78.49886,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,89.78873,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Kyrgyz Republic,KGZ,..,..,62,..,65.40536,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Lao PDR,LAO,..,40.30683,61.22376,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Lesotho,LSO,..,..,..,..,76.1,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Liberia,LBR,..,..,..,37.2,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Libya,LBY,..,..,..,..,24.00589,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Madagascar,MDG,..,..,..,..,..,..,..,60.49767,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Malawi,MWI,..,43.1,..,..,73.46625,..,74.6,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Maldives,MDV,..,..,..,..,..,..,..,29.8,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Mali,MLI,..,..,..,27.2,..,32.65979,..,..,39.9,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
